,time,r,dist,perc,region1,region2,opto,region_pair,subject,date,probe
23,3.7000000000000015,0.5238095238095238,3.1622776601683795,0.8,Frontal cortex,Amygdala,1,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
24,3.9000000000000017,0.21821789023599242,3.872983346207417,0.7,Frontal cortex,Amygdala,1,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
0,-0.9,-0.053125370863983244,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
1,-0.7,6.938893903907228e-18,5.0,0.5,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
2,-0.4999999999999999,-0.07114043563755225,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
3,-0.2999999999999998,-0.006488720242031759,5.0,0.5,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
4,-0.09999999999999976,0.04516223023309451,4.898979485566356,0.52,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
5,0.10000000000000042,0.1307440900921226,4.69041575982343,0.56,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
6,0.3000000000000004,-0.09829463743659811,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
7,0.5000000000000003,-0.08759772326742848,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
8,0.7000000000000005,-0.023408360322232882,5.0,0.5,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
9,0.9000000000000007,-0.1494252873563218,5.291502622129181,0.44,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
10,1.100000000000001,-0.08353437906179027,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
11,1.3000000000000007,0.03548460946886001,4.898979485566356,0.52,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
12,1.5000000000000009,0.08515377043325931,4.69041575982343,0.56,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
13,1.700000000000001,0.10894827448108198,4.69041575982343,0.56,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
14,1.9000000000000008,-0.07098646750254824,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
15,2.100000000000001,-0.016448792373994225,5.0990195135927845,0.48,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
16,2.300000000000001,-0.06988565578146122,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
17,2.5000000000000013,-0.12666009927622468,5.291502622129181,0.44,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
18,2.7000000000000015,-0.2449489742783178,5.5677643628300215,0.38,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
19,2.9000000000000012,-0.18020683530042983,5.385164807134504,0.42,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
20,3.100000000000002,-0.14803913136594804,5.291502622129181,0.44,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
21,3.300000000000001,-0.07462028278336502,5.196152422706632,0.46,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
22,3.5000000000000013,-3.469446951953614e-18,5.0,0.5,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
23,3.7000000000000015,0.030969005213075065,5.0,0.5,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
24,3.9000000000000017,-0.07722470071909893,5.0990195135927845,0.48,Frontal cortex,Amygdala,0,Amygdala-Frontal cortex,ZFM-04820,2022-09-13,probe00
0,-0.9,-0.10906861654699446,5.385164807134504,0.42,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
1,-0.7,0.18014417303072297,4.69041575982343,0.56,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
2,-0.4999999999999999,-0.045100672766115915,5.196152422706632,0.46,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
3,-0.2999999999999998,0.004194946790269025,4.795831523312719,0.54,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
4,-0.09999999999999976,0.18103189554270982,4.242640687119285,0.64,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
5,0.10000000000000042,-0.18904770757413522,4.898979485566356,0.52,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
6,0.3000000000000004,-0.06549210399944795,4.47213595499958,0.6,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
7,0.5000000000000003,0.2396592527664172,3.872983346207417,0.7,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
8,0.7000000000000005,0.07776157913597392,4.358898943540674,0.62,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
9,0.9000000000000007,-0.25,4.47213595499958,0.6,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
10,1.100000000000001,-0.14139445854199945,4.358898943540674,0.62,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
11,1.3000000000000007,-0.09466016808608509,4.47213595499958,0.6,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
12,1.5000000000000009,0.003322259136212638,3.4641016151377544,0.76,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
13,1.700000000000001,-0.048951048951048945,4.242640687119285,0.64,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
14,1.9000000000000008,-0.1823843010350213,4.58257569495584,0.58,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
15,2.100000000000001,0.010555008273018737,4.242640687119285,0.64,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
16,2.300000000000001,-0.01790425340532292,4.69041575982343,0.56,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
17,2.5000000000000013,-0.06249999999999998,4.69041575982343,0.56,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
18,2.7000000000000015,0.1626566130798326,4.47213595499958,0.6,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
19,2.9000000000000012,-0.1286790973013092,5.477225575051661,0.4,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
20,3.100000000000002,-0.23592535771038775,5.830951894845301,0.32,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
21,3.300000000000001,-0.1791062033516206,5.830951894845301,0.32,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
22,3.5000000000000013,0.029655042337792762,5.5677643628300215,0.38,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
23,3.7000000000000015,-0.21821789023599247,6.0,0.28,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
24,3.9000000000000017,-0.10944867280607828,5.656854249492381,0.36,Frontal cortex,Hippocampus,1,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
0,-0.9,-0.21684040235335564,5.0990195135927845,0.48,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
1,-0.7,-0.1561737618886061,5.291502622129181,0.44,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
2,-0.4999999999999999,0.08291849892341732,4.69041575982343,0.56,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
3,-0.2999999999999998,0.12867909730130922,4.47213595499958,0.6,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
4,-0.09999999999999976,-0.06613625612328215,5.0,0.5,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
5,0.10000000000000042,-0.03334375488535703,5.0,0.5,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
6,0.3000000000000004,-0.0186145197762485,4.795831523312719,0.54,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
7,0.5000000000000003,-0.0424958628294861,4.898979485566356,0.52,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
8,0.7000000000000005,0.06634149498703666,4.47213595499958,0.6,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
9,0.9000000000000007,-0.12156613477096614,5.0,0.5,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
10,1.100000000000001,-0.09105911220163701,5.291502622129181,0.44,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
11,1.3000000000000007,0.07537783614444092,4.69041575982343,0.56,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
12,1.5000000000000009,0.23465106866716215,4.242640687119285,0.64,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
13,1.700000000000001,0.04510067276611588,4.795831523312719,0.54,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
14,1.9000000000000008,0.2802242691589025,4.47213595499958,0.6,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
15,2.100000000000001,-0.11282594802560432,5.385164807134504,0.42,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
16,2.300000000000001,-0.11622966158867729,5.291502622129181,0.44,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
17,2.5000000000000013,0.1448413648755803,4.69041575982343,0.56,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
18,2.7000000000000015,-0.04828045495852676,5.0990195135927845,0.48,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
19,2.9000000000000012,-0.03932435540536475,5.0,0.5,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
20,3.100000000000002,-0.018614519776248506,4.795831523312719,0.54,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
21,3.300000000000001,0.19132950623658038,4.358898943540674,0.62,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
22,3.5000000000000013,0.10460765241014129,4.358898943540674,0.62,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
23,3.7000000000000015,-0.15321771874526283,4.58257569495584,0.58,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
24,3.9000000000000017,0.1818861229681777,4.242640687119285,0.64,Frontal cortex,Hippocampus,0,Frontal cortex-Hippocampus,ZFM-04820,2022-09-13,probe00
0,-0.9,-0.004194946790269013,5.196152422706632,0.46,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
1,-0.7,0.06249999999999999,5.291502622129181,0.44,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
2,-0.4999999999999999,-0.06792501192775893,5.291502622129181,0.44,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
3,-0.2999999999999998,0.223524326259931,4.69041575982343,0.56,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
4,-0.09999999999999976,0.28480190412001366,4.242640687119285,0.64,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
5,0.10000000000000042,-0.2329332045614999,5.0990195135927845,0.48,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
6,0.3000000000000004,-0.029655042337792807,4.358898943540674,0.62,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
7,0.5000000000000003,0.04386344633065128,4.0,0.68,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
8,0.7000000000000005,0.14448690781050183,3.7416573867739413,0.72,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
9,0.9000000000000007,0.036860489038724284,3.4641016151377544,0.76,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
10,1.100000000000001,0.08070002078437541,3.7416573867739413,0.72,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
11,1.3000000000000007,-0.21888706656983614,4.358898943540674,0.62,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
12,1.5000000000000009,0.13835657099402662,3.3166247903554,0.78,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
13,1.700000000000001,-0.09466016808608507,4.47213595499958,0.6,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
14,1.9000000000000008,-0.16390251702679642,4.47213595499958,0.6,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
15,2.100000000000001,-0.09320982345263398,4.242640687119285,0.64,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
16,2.300000000000001,-0.008602329568208486,4.358898943540674,0.62,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
17,2.5000000000000013,0.04166666666666666,4.47213595499958,0.6,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
18,2.7000000000000015,-0.05714962081183306,4.898979485566356,0.52,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
19,2.9000000000000012,-0.08982753298296291,5.291502622129181,0.44,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
20,3.100000000000002,-0.0753778361444409,5.477225575051661,0.4,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
21,3.300000000000001,0.017904253405322954,5.291502622129181,0.44,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
22,3.5000000000000013,0.167913035315051,5.291502622129181,0.44,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
23,3.7000000000000015,-0.21821789023599245,6.0,0.28,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
24,3.9000000000000017,-0.04559607525875533,5.744562646538029,0.34,Amygdala,Hippocampus,1,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
0,-0.9,0.08170154857026518,5.0,0.5,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
1,-0.7,-0.10906861654699444,5.385164807134504,0.42,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
2,-0.4999999999999999,0.11699401969383903,4.795831523312719,0.54,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
3,-0.2999999999999998,-0.13754298890209773,5.196152422706632,0.46,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
4,-0.09999999999999976,-0.1606267377427306,5.385164807134504,0.42,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
5,0.10000000000000042,-0.1487678997147789,5.5677643628300215,0.38,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
6,0.3000000000000004,-0.08965566615067386,5.0990195135927845,0.48,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
7,0.5000000000000003,-0.021903646055826884,5.0,0.5,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
8,0.7000000000000005,0.139060407695524,4.58257569495584,0.58,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
9,0.9000000000000007,0.08104408984731079,4.58257569495584,0.58,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
10,1.100000000000001,-0.16621779252363894,5.385164807134504,0.42,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
11,1.3000000000000007,-0.06419407387663693,5.0990195135927845,0.48,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
12,1.5000000000000009,-0.182239094434919,5.0990195135927845,0.48,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
13,1.700000000000001,-0.09867616806260626,5.0,0.5,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
14,1.9000000000000008,-0.25332019855244947,5.0,0.5,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
15,2.100000000000001,0.05913123959890824,4.58257569495584,0.58,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
16,2.300000000000001,-0.16350382386265755,4.795831523312719,0.54,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
17,2.5000000000000013,0.1284193515811142,4.242640687119285,0.64,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
18,2.7000000000000015,-0.1379728923974526,5.0,0.5,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
19,2.9000000000000012,0.036369648372665445,4.69041575982343,0.56,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
20,3.100000000000002,-0.15799216740561842,5.196152422706632,0.46,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
21,3.300000000000001,0.06419407387663696,4.898979485566356,0.52,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
22,3.5000000000000013,-0.048280454958526765,5.0990195135927845,0.48,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
23,3.7000000000000015,-0.3215035349421474,5.656854249492381,0.36,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
24,3.9000000000000017,-0.014357683075131604,4.898979485566356,0.52,Amygdala,Hippocampus,0,Amygdala-Hippocampus,ZFM-04820,2022-09-13,probe00
0,-0.9,-0.027643592032513337,5.0990195135927845,0.48,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
1,-0.7,-0.006488720242031742,5.0,0.5,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
2,-0.4999999999999999,0.12156613477096614,4.69041575982343,0.56,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
3,-0.2999999999999998,0.2778311914457607,4.242640687119285,0.64,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
4,-0.09999999999999976,0.278908197035912,4.358898943540674,0.62,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
5,0.10000000000000042,0.30278839961362003,4.358898943540674,0.62,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
6,0.3000000000000004,0.4226010416353712,4.242640687119285,0.64,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
7,0.5000000000000003,0.2821090886853369,4.69041575982343,0.56,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
8,0.7000000000000005,0.37011444952246453,4.47213595499958,0.6,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
9,0.9000000000000007,0.2884299752006152,4.795831523312719,0.54,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
10,1.100000000000001,0.24498947175305572,4.898979485566356,0.52,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
11,1.3000000000000007,0.22928354386599933,5.0,0.5,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
12,1.5000000000000009,0.22634157113224276,4.898979485566356,0.52,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
13,1.700000000000001,0.4166666666666667,4.0,0.68,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
14,1.9000000000000008,0.2610837438423645,4.242640687119285,0.64,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
15,2.100000000000001,0.3222100793282534,3.872983346207417,0.7,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
16,2.300000000000001,0.30466201889983313,3.872983346207417,0.7,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
17,2.5000000000000013,0.10873440285204992,4.47213595499958,0.6,Midbrain,Frontal cortex,1,Frontal cortex-Midbrain,ZFM-04820,2022-09-14,probe00
